#RSwingOutputFile

ParamsString:
'TotalActiveLength=55
LINE: ID=Level;  NomWt,NomDiam,CoreDiam=(10,0.090,0.02);  Len==35;  Mods(elastic,damping)=(210000,2)
LEADER: ID=level; CALC'D SINK=6.993;  NomWt,Diam=(11,0.040);  Len=15;  Mods(elastic,damping)=(210000,2)
TIPPET: ID=fluoro;  Diam=0.009;  Len=5;  Mods(elastic,damping)=(400000,2)  FLY: Wt=10;  NomDiam,NomLen=(0.2,1);  NomDispVol=0.01;
AMBIENT: Gravity=1; DragSpecsNormal=(11,-0.74,1.2); DragSpecsAxial=(11,-0.74,0.01)
PROFILE: ID=exp; SurfaceVelocity=3; SurfaceLayerThickness=1; BottomDepth=10; VertHalfThick=2HorHalfThickn=10HorExp=3
DRIVER: ID=Parameterized;  INTEGRATION: t=(0:50:1); msbdf_j; t=(0,20.000)'

NumRodNodes:	0

PlotTs:
0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50

PlotXs:
0	-76.6495305967859	-79.254941292275	-62.7719804362537	-35.1383084631717	1.13686837721616e-13
0	-71.1203446655238	-40.5579405898045	-41.2695659397632	-30.4973570241173	2.83476034595307
0	-65.6078541035074	-16.589239984814	-10.4701130966899	-28.4128648338276	4.73892661233698
0	-55.7165865655486	4.27768397727692	20.3630824355663	-22.5490047937367	2.54504678219809
0	-44.2405421338669	27.3869581977177	45.7531299804842	-11.2559891722892	0.905396402136269
2.24298796023556	-31.5206841737375	50.1492761890516	67.9434016326075	4.01143032317609	0.730902147369229
10.9706516375787	-19.6899857255195	67.8787886273578	91.2568494169406	24.2218397623181	4.5537819713871
23.4198157256817	-9.09277345131884	81.1778240863958	113.553593933029	47.4202861247287	14.046737280829
35.0388034456938	1.38784041029633	92.7156606430146	134.079988876024	71.2061050472587	28.1543056355421
45.3091775562874	11.6020020019889	102.31259785824	153.989181531241	97.9691770631372	46.6269466492557
54.3660521272135	21.5906605382676	109.400095124539	173.791874096134	131.418282288276	71.7006719318626
62.2778348473149	31.9212445986449	115.093663541184	190.563121737786	170.954359075273	104.918048292184
